Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_9629_1,Pergi menjala naik sampan,Muatan penuh perahu perlahan,Hormati pertugas di barisan hadapan,Bekerjasama ikut segala arahan.
Pantun_9630_1,Kekal kita patuhi arahan dan amaran,Supaya bahaya tidak merebak,Hargailah mereka yang sentiasa berkorban,Bersama kita hapuskan wabak.
Pantun_9631_1,Suaranya lemah meluah sesuatu,Kenangan syawal mercun sepapan,Berkurung di rumah kita membantu,Wabak dikawal di barisan hadapan.
Pantun_9632_1,Bawa mencebak tanah ditambak,Susun bata beralaskan papan,Semoga wabak berhenti merebak,Doakan sihat barisan hadapan.
Pantun_9633_1,Sulaman serban berbelang jingga,Tekap pertama sebelah kanan,Bersama korban jiwa dan raga,Terpisah lama bukan bebanan.
Pantun_9634_1,Masak pulasan bawa kepekan,Duku berbuah dibatu pahat,Akur arahan Demi kebaikan,Duduk dirumah kekal sihat.
Pantun_9635_1,Ke arah tambak menjeling menolih,Anak tenok berlari ke paya,Selagi wabak belum pulih,Tidak seronok berpuasa beraya.
Pantun_9636_1,Pauh dilayang pohonnya tumbang,Pokok berangan berhampiran reban,Keluarga disayang wabak dikekang,Hulurkan tangan ringankan beban.
Pantun_9637_1,Kisah lama ada sejarah,Duduk beramai di dalam khemah,Jangan merayap tak tentu arah,Elak penyakit dari terkena orang rumah.
Pantun_9638_1,Kain rabak baju jarang,Sangkut di dahan junjung petola,Semoga wabak covid beransur kurang,Dengan keizinan dari Allah Taala.
Pantun_9639_1,Sepiring nangka menu sarapan,Nyonya menyua semangkuk aiskrim,Simpati mereka di baris hadapan,Hanya doa mampu dikirim.
Pantun_9640_1,Kemerah-merahan pokok di pamah,Andai dipacak di depan sabak,Patuh arahan duduk di rumah,Landai kemuncak jangkitan wabak.
Pantun_9641_1,Perling di huma satu di batu,Jatuh menepi separas tambak,Saling bersama bantu membantu,Patuh PKP benteras wabak.
Pantun_9642_1,Sungguh sayu rasanya hati,Dikenang-kenang menjadi sebak,Bersama kita bersatu hati,Bantu membantu hapuskan wabak.
Pantun_9643_1,Di hujung dahan hinggap si burung,Sambar temeras di dalam lopak,Ikut arahan perintah berkurung,Bantu benteras sebaran wabak.
Pantun_9644_1,Cantik bergaya jejaka dara,Di balik pintu berdiri gagah,Wabak bahaya menyerang negara,Kita bersatu menghalang mencegah.
Pantun_9645_1,Panglima daik memegang tombak,Kepada raja hendak disembah,Mengatur langkah mencegah wabak,Barisan hadapan yang berhati tabah.
Pantun_9646_1,Mekar sejambak bunga semalu,Ungu seluruh nampaknya megah,Jangkitan wabak pasti berlalu,Amal yang disuruh jauhi yang ditegah.
Pantun_9647_1,Indahnya purnama bulan yang satu,Menyinari ombak berkilau bercahaya,Kita bersama bantu-membantu,Memerangi wabak yang sungguh bahaya.
Pantun_9648_1,Mawar indah mawar berduri,Petik setangkai harum semerbak,Jangan kita pentingkan diri,Bantu lah mereka membasmi wabak.
Pantun_9649_1,Bunga mawar wangi semerbak,Cantik sekali penyeri pagi,Andai wabak terus merebak,Kehidupan indah tiada lagi.
Pantun_9650_1,Bunga harum kembang sekuntum,Sayang kembang tidak lama,Perangi wabak bersatu kaum,Paling utama perlu bekerjasama.
Pantun_9651_1,Pergi berlapan memburu keluang,Singgah di jalan menahan jebak,Barisan hadapan cekal berjuang,Demi putuskan rantaian wabak.
Pantun_9652_1,Pegang tombak acah kera,Jalan kedepan bawa paha,Jangkitan wabak pintas segera,Barusan hadapan kuatkan usaha.
Pantun_9653_1,Sarat sampan membawa mengkuang,Teratak Normah jadi singgahan,Barisan hadapan teguh berjuang,Kita di rumah patuhi arahan.
Pantun_9654_1,Setangan rakan diberi suri,Sambil sapukan cangkir berubat,Jangan pentingkan diri sendiri,Ambil tindakan fikir akibat.
Pantun_9655_1,Berhari kini jadi siulan,Namun mereka terus mara,Barisan hadapan penuh kecekalan,Menggadai diri demi Negara.
Pantun_9656_1,Sepak raga melambung ke perigi,Riuh rendah tawa gelak,Jasa mereka disanjung tinggi,Moga Allah balas disyurga kelak.
Pantun_9657_1,Sawah merata di tanah jawa,Tepian perigi rimbun celagi,Seia sekata sehati sejiwa,Jayakan strategi wabak kan pergi.
Pantun_9658_1,Bisa merebak dipatuk ular,Tedong tersorok di balik papan,Tangani wabak terus menular,Kurang beban barisan hadapan.
Pantun_9659_1,Pergi kesawah digigit lintah,Jari pula tertusuk duri,Marilah kita ikot perintah,Arahan kerajaan jangan ingkari.
Pantun_9660_1,Secermat antah menyatu corak,Pulut di makan tanpa dipinta,Hormat perintah kawal bergerak,Demi kebaikan rakyat jelata.
Pantun_9661_1,Bantu membantu jangan lah malas,Baru digelar rakyat berhemah,Barisan hadapan menjalankan tugas,Tugas kita bantu duduk dirumah.
Pantun_9662_1,Habis rebah serumpun lada,Ditimpa dahan tepian rumah,Jangan menambah jangkitan yang ada,Ikut arahan duduk di rumah.
Pantun_9663_1,Di balik batu siburung tukang,Hinggap di papan merenung tambak,Kita membantu dari belakang,Barisan hadapan memerangi wabak.
Pantun_9664_1,Sidai baju jngan selerak,Biar teratur dan rapi,Jom leraikan segala wabak,Setiap arahan bersama hadapi.
Pantun_9665_1,Senduduk menjalar di atas ban,Peria subur di tanah pamah,Barisan hadapan sanggup berkorban,Berkorban kita duduk di rumah.
Pantun_9666_1,Memang cantik bunga tajaan,Tersusun rapi ikut sajambak,Duduk rumak bantu kerajaan,Semoga terputus rantaian wabak.
Pantun_9667_1,Semboyan angkatan berbaris tegak,Tiupan berkumandang semangat berdetak,Barisan hadapan menangkis wabak,Barisan belakang doa ditebak.
Pantun_9668_1,Kebaya cantik dijahit jelujur,Sepasang kurung disulam kreatif,Kumpul statistik graf diunjur,Ratanya lengkung tanda positif.
Pantun_9669_1,Bergalah sampan hala muara,Berat muatan buluh berbilah,Barisan hadapan wira negara,Beri kekuatan dilindungi Allah.
Pantun_9670_1,Berminggu minggu di dalam rumah,Agar covid tidak berjangkit,Masa di luangkan penuh berhemah,Demi memutuskan jangkitan penyakit.
Pantun_9671_1,Bersopan berbudi adat dijunjung,Membawa berkat walau sedikit,Barisan hadapan budi mu disanjung,Berusaha menyelamat kan nyawa pesakit.
Pantun_9672_1,Dari papan dibuat reban,Reban untuk anak angsa,Baris hadapan setia berkorban,Demi kesejahteraan nusa bangsa.
Pantun_9673_1,Dengar radio dipagi hari,Seronok sungguh terhibur hati,Cuci tangan bersihkan diri,Takkan penyakit berani mendekati.
Pantun_9674_1,Jatuh sedahan berangan liar,Lari rerama terbang mendadak,Patuh arahan jangan keluar,Beri kerjasama hapuskan wabak.
Pantun_9675_1,Buah melaka tepung pelita,Juadah hidangan berbuka puasa,Berkat Ramadhan didepan mata,Banyakkan Ibadah jauhkan dosa.
Pantun_9676_1,Gatal badan hama melata,Gatalnya sudah menjadi bisa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9677_1,Likat santan roti parata,Kuah pencicah daging rusa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9678_1,Contoh tauladan biar sekata,Hidup padat sesama desa,Berkat ramadhan didepan mata,Banyakkan ibadat jauhkan dosa.
Pantun_9679_1,Terbang undan di tanah rata,Terbang rendah di hujung desa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9680_1,Kelapa pandan dibuat nata,Sebagai juadah berbuka puasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9681_1,Sama sepadan anak kota,Hidup beradat bawaan desa,Berkat ramadhan didepan mata,Banyakkan ibadat jauhkan dosa.
Pantun_9682_1,Burung undan terbang merata,Terbang rendah ke hujung desa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9683_1,Salak setandan duri merata,Sisir ditadah sibiji merasa,Berkat Ramdan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9684_1,Seikat pandan bawa ke kota,Jalan diredah tidak selesa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9685_1,Sengat sembilang terkena mata,Alah bisa tegal biasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9686_1,Rambut didandan diikat rata,Nampak indah cantik dirasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9687_1,Terbang sang undan menuju lata,Tegar meredah tenaga bersisa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9688_1,Sepat haruan ikan pelata,Garam di tambah sesedap rasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9689_1,Rapat ke badan disandang senjata,Kelihatan gagah berbadan sasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9690_1,Cermat adunan tersusun kata,Cantiknya madah indah bahasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9691_1,Elok sepadan orang berkata,Jangan diendah fitnah berbisa,Berkat Ramadan di depan mata,Banyak ibadah jauhkan dosa.
Pantun_9692_1,Ke pekan sari niaga satin,Beli siakap dipesan simpan,Jadikan diri warga prihatin,Contohi sikap barisan hadapan.
Pantun_9693_1,Perintah sampai agar pandai,Duduk dalam kembali damai,Melatah andai ingkar bagai,Tunduk salam penghuni balai.
Pantun_9694_1,Berombak lebut ombak di pantai,Pasir teralih di sapa ombak,Jasa dan budi tak ternilai,Bergadai nyawa melawan wabak.
Pantun_9695_1,Bukan ganas tidak waras,Tetapi tegas menjadi tugas,Bukan malas hendak keras,Tetapi bernas kemudi jelas.
Pantun_9696_1,Susu di perah masih segar,Daun di tangkai susu di curahkan,Duduk di rumah jangan keluar,Covid berantai mesti di putuskan.
Pantun_9697_1,Buah nangka letak di papan,Letak sama buàh cempedak,Beri sokongan barisan hadapan,Katakan ya jangan tidak.
Pantun_9698_1,Manisan bunga wangi semerbak,Menjadi rezeki buat sang lebah,Barisan hadapan perangi wabak,Kita dibelakang teruskan bertabah.
Pantun_9699_1,Jaga diri jaga keluarga,Demi negara yang tercinta,Pengorbanan mereka tiada terhingga,Janganlah kita timbulkan sengketa.
Pantun_9700_1,Semua meminta ramai mengharap,Timbul rindu terasa sebak,Marilah kita melangkah sederap,Saling membantu menghapus wabak.
Pantun_9701_1,Cindai bercorak bunga sejambak,Indah direka si gadis sopan,Landaikan kemuncak jangkitan wabak,Bantulah mereka di barisan hadapan.
Pantun_9702_1,Kepuncak bukit ke tanah rata,Tiba di sana sejuk terasa,Berkat Ramadhan di depan mata,Banyakan ibadah jauhkan dosa.
Pantun_9703_1,Cantik sungguh batu permata,Tidak sepadan dengan suasa,Berkat Ramadhan di depan mata,Banyak kan ibadah jauhkan dosa.
Pantun_9704_1,Pokok keladan tepian lata,Dahan rendah di paut rusa,Berkat Ramadhan di depan mata,Banyakan ibadah jauhkan dosa.
Pantun_9705_1,Pokok pandan di tanah rata,Daun terdedah di laman desa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9706_1,Cantik berdandan dara jelita,Ke pekan Serendah hari Selasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9707_1,Cantik sungguh berkacamata,Makan angin pergi ke desa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9708_1,Luka di badan darah merata,Helang dipanah Laksamana perkasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9709_1,Letak bertindan susunan bata,Deretan rendah dilanggar angsa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9710_1,Ditengah malam pasang pelita,Sejuknya badan tidak terasa,Berkat Ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9711_1,Melayah undan ke tanah rata,Terbangnya rendah ke hujung desa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9712_1,Masak nasi campur planta,Berlauk rendang sedapnya rasa,Berkat ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9713_1,Pokok pandan tumbuh merata,Bawa kepekan hari Selasa,Berkat Ramadhan di depan mata,Banyakkan ibadat jauhkan dosa.
Pantun_9714_1,Sakitnya badan menanggung derita,Inilah padah jiwa terseksa,Berkat Ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9715_1,Pergi ke pekan singgah dikota,Beli juadah buat berbuka,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9716_1,Ikat pandan masuk kereta,Bawa ke Kedah hari Selasa,Berkat Ramadan didepan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9717_1,Bersatu jiwa kerana cinta,Silaturrahim sesama umat jua diperkasa,Zakat fitrah menyucikan harta,Disyariatkan juga ibadah puasa
Pantun_9718_1,Pulau Pandan tanahnya rata,Tempat riadah penduduk desa,Berkat Ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9719_1,Ramadan dinanti telah tiba,Bulan rahmat lagi mulia,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9720_1,Tidak sepadan tidak sekata,Alah bisa tegal biasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9721_1,Berhati hati gelombang kedua,Mesti patuh setiap masa,Berkat ramadan di depan mata,Banyak ibadat jauhkan dosa.
Pantun_9722_1,Pulau Undan di luar kota,Negeri Kedah gagah perkasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9723_1,Di bulan Ramadhan jatuh cinta,Sujud syukur kepada yang Esa,Berkat Ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9724_1,Menyiat pandan hati berkata,Terima padah sama merasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9725_1,Potong pandan di tanah rata,Hendak jual dipasar Selasa,Berkat ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9726_1,Berbagai kuih tidak terkata,Bulan Ramadhan umat berpuasa,Berkat Ramadhan di depan mata,Banyakkan ibadah dijauhi dosa.
Pantun_9727_1,Sepasang undan mandi di lata,Hutan diredah menuju desa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9728_1,Seiikat pandan masukan rata,Masakan mudah bukan biasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9729_1,Pisang setandan bawa ke kota,Bawa sesudah tinggal bersisa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9730_1,Pulau Sepadan menyulam cinta,Kata bermadah menjerut rasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9731_1,Anggun berdandan gadis jelita,Berkurung kedah tampak selesa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9732_1,Daun pisang dibuat sata,Dijadikan juadah berbuka puasa,Berkat ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9733_1,Pulau Pandan tempat bercinta,Kenangan indah masih terasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9734_1,Patah dahan jatuh merata,Hutan diredah penat terasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9735_1,Burung undan terbang merata,Di Pulau Indah hinggap selesa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9736_1,Teluk Medan lubuk pelata,Kuala Kedah lubuk kelisa,Berkat ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9737_1,Pekat pandan diaduk serta,Santan diperah lemaknya rasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9738_1,Daun pandan kuih pelita,Bau harum enaknya rasa,Berkat ramadan didepan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9739_1,Pencakar langit menghias kota,Orang di kota sibuk sentiasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9740_1,Mencari bidan jalan merata,Di rumah jiran jumpa selesa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9741_1,Burung-burung terbang merata,Terbang bersama sang angsa,Berkat ramadan di depan mata,Banyak ibadah jauhkn dosa.
Pantun_9742_1,Masa PKP bersama keluarga tercinta,Peluang untuk berbuat jasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9743_1,Lemah lembut tutur kata,Itu lah anak gadis Pak Musa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9744_1,Berduyung duyung orang ke kota,Membeli belah mengikut citarasa,Berkat Ramadhan di depan,mata
Pantun_9745_1,Pegaga menjalar merata-rata,Kena semalu pedih terasa,Berkat ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9746_1,Tanam pandan di tanah rata,Diambil Mak Bedah buat perasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9747_1,Tersekat jalan dahan melata,Terjerat sangkut tanduk di rusa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9748_1,Ayuh semua rakyat jelata,Ikut arahan pihak berkuasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9749_1,Pokok pandan tumbuh merata,Pergi ke sawah di hari Selasa,Berkat Ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9750_1,Lekat di papan pelbagai carta,Banyaknya madah dan juga prosa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9751_1,Walau bertugas di bulan puasa,Ibadah lain tidak dilupa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9752_1,Seikat pandan bawa ke kota,Sagu rumbia memikat rasa,berkat ramadan di depan mata,banyakkan ibadah jauhkan dosa.
Pantun_9753_1,Sunyi senyap kampung dan kota,Duduk di rumah rasa selesa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9754_1,Walaupun covid tak nampak mata,Bersihkan diri patuh arahan sentiasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9755_1,Cantas tandan biar rata,Susun padat bawa kedesa,Berkat ramadhan didepan mata,Banyakkan ibadat jauhkan dosa.
Pantun_9756_1,Banting tulang kumpul harta,Harta dikongsi berkat sentiasa,Berkat ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9757_1,Kalau Tuan pergi ke kota,Belikan saya seekor angsa,Berkat Ramadhan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9758_1,Daun pandan tumbuh melata,Tumbuh rendah subur sentiasa,Berkat Ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9759_1,Cermat cermat bila berkata,Tersilap kata diri binasa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9760_1,Pisang bertandan bawa ke kota,Sudah memunggah berjamu laksa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9761_1,Daun pandan tumbuh merata,Dipetik sudah bawa ke desa,Berkat ramadan di depan mata,Banyakkan ibadah jauhkan dosa.
Pantun_9762_1,Kerbau membajak sawah di hulu,Budak gagaukan bermacam ikan,Orang yang bijak menyesal dahulu,Dapat elakkan kerugian keburukan.
Pantun_9763_1,Resah di bangsal kawan menanti,Hujan basahi dada bajunya,Usah menyesal berawan hati,Takdir Ilahi ada hikmahnya.
Pantun_9764_1,Jalan krikil mesti ditajak,Tajak dibangsal simpan sehari,Masak berfikir tindakan bijak,Tidak kesal kemudian hari.
Pantun_9765_1,Benang berasal dari kapas,Diborong biduan di majlis nikah,Usah menyesal kejadian lepas,Jadikan panduan terus melangkah.
Pantun_9766_1,Jerat tempua ke dalam sangkar,Sayu mata pandang ke baran,Hindar semua perkara mungkar,Berhijrah kita ke arah kebenaran.
Pantun_9767_1,Pergi ke hutan memburu landak,Sejenis binatang badan berduri,Berfikir dahulu sebelum bertindak,Jangan menyesal di kemudian hari.
Pantun_9768_1,Gigi sebaris putih melepak,Menjauhi hanyir ikan patin,Dikaji habis sebelum bertindak,Tindakan zahir serta yang batin.
Pantun_9769_1,Sudah resmi orang yang bijak,Orang lama dikenang disanjung,Di mana bumi kita berpijak,Di situ langit patut kita junjung.
Pantun_9770_1,Pergi kekota naik perahu,Sayang pedati ditengah kota,Usah berkata kalau tak tahu,Takut nanti membawa dusta.
Pantun_9771_1,Badan letih terasa lesu,Baik berehat semoga segar,Jangan diikut tuntutan nafsu,Setiap perbuatan dahuluilah sabar.
Pantun_9772_1,Indah jambangan di tepi pagar,Diintai di tingkap terlindung bangsal,Dibuat larangan berani dilanggar,Dah kena tangkap baru menyesal.
Pantun_9773_1,Bertemankan rakan mencari makan,Burung bersiulan merentas desa,Fikirkan kebaikan renungkan keburukan,Elakkan penyesalan yang mungkin dirasa.
Pantun_9774_1,Cahaya sekata teriknya sinar,Di hujung bangsal terbias indah,Menitip berita biarlah benar,Bimbang sesal tiada sudah.
Pantun_9775_1,Terang menebaih semak di bendang,Bendang padi tempat bermain,Barang yang lepaih jangan dikenang,Sudah menjadi hak orang lain.
Pantun_9776_1,Sinar cahaya ternampak indah,Hati melara tidak keruan,Rasa percaya hilang sudah,Bila bicara sekadar gurauan.
Pantun_9777_1,Jalan berbatu ke Inderagiri,Hendak mendaki gunungnya daik,Hujan batu di negeri sendiri,Patut disyukuri dengan terbaik.
Pantun_9778_1,Bunga mawar indah berkembang,Musim hujan berbunga lebat,Andai tindakan mengarah sumbang,Jangan berlengah untuk bertaubat.
